married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,age,account_age,total_sesions,total_trips,flight_bookings,return_flight_bookings,hotel_bookings,combo_bookings,cancellations,avg_page_clicks,avg_page_clicks_flight_booked,avg_page_clicks_hotel_booked,avg_seats_booked,avg_flight_amount,total_flight_amount,avg_flight_discount,total_flight_discount,avg_cents_km_flown,avg_hotel_amount,total_hotel_amount,discount_sensitivity,avg_hotel_discount,total_hotel_discount,avg_hotel_nights,total_hotel_nights,avg_checked_bags,total_checked_bags,avg_distance_flown,total_distance_flown,avg_trip_lead_time,avg_trip_duration,weekdays_travelled,weekends_travelled,pct_only_flight_booked,pct_only_hotel_booked,pct_return_flight_booked,weekends_ratio,segment
False,False,usa,colorado springs,COS,38.806,-104.7,39.0,3.978097193702943,8,1,1,1,1,1,0,18.625,29.0,29.0,1.0,367.83,367.83,,0.0,16.842508864895404,639.0,639.0,0.0,,0.0,3.0,3,2.0,2.0,2183.938289423512,2183.938289423512,8.0,5.0,3.0,2.0,0.0,0.0,1.0,0.4,independent_frequent_travelers
False,True,canada,toronto,YKZ,43.862,-79.37,47.0,3.972621492128679,8,3,3,0,3,3,0,18.75,36.0,36.0,,,0.0,,0.0,,434.0,1302.0,0.0,,0.0,2.3333333333333335,7,,0.0,,0.0,8.666666666666666,,0.0,0.0,0.0,0.0,0.0,,
True,True,usa,new york,LGA,40.777,-73.872,48.0,3.9534565366187544,8,1,1,1,1,1,0,10.75,22.0,22.0,1.0,93.62,93.62,,0.0,17.80703270470994,642.0,642.0,0.0,,0.0,3.0,3,1.0,1.0,525.7473356312622,525.7473356312622,11.0,4.0,2.0,2.0,0.0,0.0,1.0,0.5,family_oriented_mature_couples
True,False,usa,kansas city,MCI,39.297,-94.714,50.0,3.9425051334702257,8,1,1,1,1,1,0,11.125,23.0,23.0,1.0,328.32,328.32,16.416,16.416,18.33702028714261,3262.0,3262.0,0.125,,0.0,14.0,14,1.0,1.0,1790.476287089067,1790.476287089067,8.0,15.0,11.0,4.0,0.0,0.0,1.0,0.2666666666666666,silver_adventurers
False,False,usa,tampa,MCF,27.849,-82.521,20.0,3.9342915811088295,8,0,0,0,0,0,0,7.875,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,,inactive_young_non_travelers
False,False,usa,atlanta,ATL,33.64,-84.427,26.0,3.9260780287474337,8,2,1,1,0,0,2,55.75,9.0,,1.3333333333333333,5439.88,16319.64,287.825,287.825,23.94982863694719,,0.0,0.375,,0.0,,0,0.3333333333333333,1.0,15577.840202988333,46733.520608964995,181.0,14.333333333333334,30.0,13.0,0.5,0.0,1.0,0.3023255813953488,
False,False,usa,grand rapids,GRR,42.881,-85.523,34.0,3.915126625598905,8,3,2,2,2,2,1,31.5,21.5,21.5,1.3333333333333333,1954.1833333333336,5862.55,,0.0,24.33990146314433,292.0,584.0,0.125,,0.0,2.5,5,0.3333333333333333,1.0,3524.7595056899213,10574.278517069764,9.0,5.0,13.0,2.0,0.0,0.0,1.0,0.1333333333333333,
False,False,usa,houston,IAH,29.98,-95.34,31.0,3.915126625598905,9,3,2,2,3,2,0,14.11111111111111,26.0,30.0,2.0,1512.215,3024.43,,0.0,34.41543731854307,1202.0,3606.0,0.1111111111111111,362.4,362.4,4.333333333333333,13,0.5,1.0,1359.820000097212,2719.640000194424,7.0,3.5,4.0,3.0,0.0,0.3333333333333333,1.0,0.4285714285714285,independent_frequent_travelers
True,False,usa,houston,HOU,29.645,-95.279,55.0,3.901437371663244,8,3,3,3,3,3,0,19.125,32.0,32.0,2.0,882.5066666666667,2647.52,321.618,321.618,38.23147898248491,1707.6666666666667,5123.0,0.25,46.8,46.8,3.6666666666666665,11,1.0,3.0,1194.6266519336225,3583.8799558008673,5.333333333333333,4.666666666666667,12.0,2.0,0.0,0.0,1.0,0.1428571428571428,silver_adventurers
False,True,usa,phoenix,PHX,33.434,-112.008,21.0,3.898699520876112,8,1,0,0,0,0,1,18.5,,,2.0,1075.34,1075.34,,0.0,33.095098415245175,,0.0,0.125,,0.0,,0,1.0,1.0,1624.621245278798,1624.621245278798,18.0,16.0,12.0,4.0,0.0,0.0,,0.25,
True,True,usa,los angeles,LAX,33.942,-118.408,57.0,3.885010266940452,8,3,3,3,3,3,0,16.0,22.666666666666668,22.666666666666668,1.0,414.19,1242.57,,0.0,17.4518777801986,518.6666666666666,1556.0,0.0,,0.0,3.0,9,0.6666666666666666,2.0,2342.142946947178,7026.428840841536,8.0,3.3333333333333335,7.0,3.0,0.0,0.0,1.0,0.3,family_oriented_mature_couples
False,True,usa,fort worth,FTW,32.82,-97.362,38.0,3.879534565366188,8,2,1,1,2,1,0,11.625,28.0,19.0,3.0,3732.93,3732.93,,0.0,54.35786243144956,2731.5,5463.0,0.0,,0.0,9.5,19,2.0,2.0,2289.107673373274,2289.107673373274,4.0,6.0,5.0,1.0,0.0,0.5,1.0,0.1666666666666666,
False,False,usa,tallahassee,TLH,30.396,-84.35,39.0,3.876796714579056,9,5,5,5,5,5,0,20.666666666666668,27.6,27.6,1.0,416.2,2081.0,,0.0,17.88171322360705,441.0,2205.0,0.0,,0.0,2.8,14,0.4,2.0,2271.812081565188,11359.060407825938,7.2,3.2,13.0,3.0,0.0,0.0,1.0,0.1875,independent_frequent_travelers
False,False,usa,chicago,MDW,41.786,-87.752,30.0,3.865845311430527,8,1,1,1,1,1,0,28.125,18.0,18.0,2.0,788.58,788.58,,0.0,33.486555348067114,320.0,320.0,0.0,,0.0,1.0,1,0.0,0.0,1177.457627103347,1177.457627103347,15.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,independent_frequent_travelers
False,False,canada,ottawa,YOW,45.323,-75.669,43.0,3.8412046543463383,8,6,6,6,6,6,1,36.5,25.333333333333332,25.333333333333332,1.4285714285714286,751.6157142857144,5261.31,80.274,80.274,25.86913668563792,896.6,4483.0,0.25,,0.0,3.6,18,1.2857142857142858,9.0,1874.2835940791808,13119.985158554266,55.714285714285715,8.285714285714286,41.0,17.0,0.0,0.0,1.0,0.293103448275862,
True,False,usa,kansas city,MCI,39.297,-94.714,40.0,3.8412046543463383,8,4,3,3,2,2,2,54.875,54.333333333333336,69.0,1.6,1884.558,9422.79,241.63,241.63,29.477305264255893,355.0,355.0,0.375,,0.0,5.0,5,0.6,3.0,3009.502558744781,15047.512793723905,14.0,6.6,23.0,10.0,0.25,0.0,1.0,0.303030303030303,
True,True,canada,toronto,YKZ,43.862,-79.37,42.0,3.8412046543463383,9,3,3,0,3,3,0,14.88888888888889,28.333333333333332,28.333333333333332,,,0.0,,0.0,,2120.6666666666665,6362.0,0.1111111111111111,,0.0,5.333333333333333,16,,0.0,,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,,
False,True,usa,kansas city,MCI,39.297,-94.714,41.0,3.838466803559206,8,4,4,4,3,3,0,19.5,24.5,27.0,1.0,261.64750000000004,1046.59,21.818,21.818,17.616366601164767,423.6666666666667,1271.0,0.125,,0.0,3.3333333333333335,10,0.25,1.0,1476.64617154771,5906.584686190839,5.5,3.25,10.0,3.0,0.25,0.0,1.0,0.2307692307692307,married_couples
False,False,usa,cincinnati,CVG,39.046,-84.662,24.0,3.813826146475017,8,1,1,1,1,1,1,15.625,20.0,20.0,2.0,5001.74,10003.48,1250.435,1250.435,35.42679509825079,,0.0,0.25,,0.0,,0,2.0,4.0,7059.2611978143095,14118.52239562862,194.5,11.0,14.0,8.0,0.0,0.0,1.0,0.3636363636363636,
True,True,usa,long beach,LGB,33.818,-118.151,21.0,3.811088295687885,9,0,0,0,0,0,0,6.555555555555555,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,,
False,True,usa,little rock,LIT,34.729,-92.224,40.0,3.811088295687885,8,2,1,1,2,1,0,13.25,23.0,26.5,1.0,539.57,539.57,,0.0,18.787944179823423,519.5,1039.0,0.0,,0.0,2.5,5,0.0,0.0,2871.8948429677057,2871.8948429677057,5.5,3.0,3.0,0.0,0.0,0.5,1.0,0.0,married_couples
False,False,usa,stockton,SCK,37.894,-121.239,42.0,3.802874743326489,9,4,4,4,3,3,1,35.111111111111114,39.25,48.666666666666664,1.0,484.584,2422.92,,0.0,17.438563259835284,621.0,1242.0,0.1111111111111111,,0.0,4.5,9,0.2,1.0,2778.8556663768913,13894.278331884456,5.0,5.8,21.0,8.0,0.25,0.0,1.0,0.2758620689655172,
False,True,canada,halifax,YHZ,44.881,-63.509,45.0,3.794661190965092,8,2,2,2,1,1,0,12.75,17.5,22.0,1.0,448.805,897.61,,0.0,18.492092360863964,231.0,231.0,0.0,,0.0,1.0,1,0.0,0.0,2359.2698234212057,4718.5396468424115,8.0,2.5,3.0,2.0,0.5,0.0,1.0,0.4,
False,False,usa,washington,IAD,38.944,-77.456,45.0,3.789185489390828,8,3,3,3,3,3,0,14.25,22.333333333333332,22.333333333333332,1.3333333333333333,333.7966666666667,1001.39,11.218000000000002,11.218000000000002,21.404794517934988,976.0,2928.0,0.125,,0.0,2.6666666666666665,8,0.6666666666666666,2.0,1659.0879963812297,4977.263989143689,7.0,3.0,8.0,1.0,0.0,0.0,1.0,0.1111111111111111,independent_frequent_travelers
False,True,usa,los angeles,LAX,33.942,-118.408,29.0,3.786447638603696,9,0,0,0,0,0,0,12.88888888888889,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,,inactive_young_parents
False,False,usa,san antonio,RND,29.529,-98.279,37.0,3.783709787816564,8,2,1,1,2,1,0,15.75,39.0,29.0,1.0,509.21,509.21,,0.0,18.369824729713837,680.0,1360.0,0.0,,0.0,7.0,14,1.0,1.0,2771.9916084791757,2771.9916084791757,6.0,6.0,4.0,2.0,0.0,0.5,1.0,0.3333333333333333,
False,False,usa,stockton,SCK,37.894,-121.239,19.0,3.783709787816564,8,3,3,3,2,2,1,18.0,22.0,28.5,1.0,1127.2225,4508.89,,0.0,17.233295207980465,386.5,773.0,0.125,,0.0,2.5,5,0.25,1.0,6702.899170850402,26811.596683401607,164.75,9.25,23.0,14.0,0.3333333333333333,0.0,1.0,0.3783783783783784,
False,False,usa,burlington,BTV,44.472,-73.153,27.0,3.783709787816564,8,1,1,1,0,0,1,40.125,16.0,,1.0,438.61,877.22,,0.0,16.417304206363585,,0.0,0.125,,0.0,,0,0.0,0.0,2671.632288021978,5343.264576043957,148.0,7.0,10.0,4.0,1.0,0.0,1.0,0.2857142857142857,
True,False,usa,colorado springs,COS,38.806,-104.7,49.0,3.783709787816564,8,4,4,4,4,4,0,16.125,22.25,22.25,1.75,720.8025,2883.21,,0.0,32.021092572707296,1192.5,4770.0,0.0,,0.0,2.5,10,0.25,1.0,1201.7923474961638,4807.169389984655,7.25,3.5,9.0,5.0,0.0,0.0,1.0,0.3571428571428571,silver_adventurers
False,False,usa,birmingham,BHM,33.563,-86.753,19.0,3.775496235455168,8,2,1,1,1,0,0,12.5,21.0,11.0,1.0,237.1,237.1,,0.0,17.022897117175663,2343.0,2343.0,0.0,,0.0,11.0,11,1.0,1.0,1392.8298947467183,1392.8298947467183,4.5,3.0,1.0,2.0,0.5,0.5,1.0,0.6666666666666666,
True,True,canada,ottawa,YOW,45.323,-75.669,61.0,3.7344284736481863,8,2,1,1,2,1,0,18.875,22.0,20.0,1.0,642.02,642.02,,0.0,18.023880092592155,283.0,566.0,0.125,21.6,21.6,2.0,4,1.0,1.0,3562.0521036636906,3562.0521036636906,7.0,3.0,3.0,0.0,0.0,0.5,1.0,0.0,
False,True,usa,chicago,ORD,41.979,-87.904,40.0,3.7262149212867897,8,5,5,5,4,4,0,14.625,18.8,20.5,1.0,335.31,1676.55,60.915,60.915,17.86694787031356,425.5,1702.0,0.125,,0.0,3.25,13,0.6,3.0,1871.4295373004484,9357.14768650224,7.4,4.2,15.0,6.0,0.2,0.0,1.0,0.2857142857142857,married_couples
False,False,usa,miami,OPF,25.907,-80.278,25.0,3.7152635181382614,8,1,0,0,1,0,1,20.875,,122.0,,,0.0,,0.0,,,0.0,0.125,,0.0,,0,,0.0,,0.0,5.0,,0.0,0.0,0.0,1.0,,,
False,True,usa,bakersfield,BFL,35.433,-119.057,47.0,3.701574264202601,8,2,2,2,2,2,0,14.75,23.5,23.5,1.0,436.51,873.02,37.8025,37.8025,18.539724880015807,1109.0,2218.0,0.125,,0.0,5.0,10,0.5,1.0,2310.330947634119,4620.661895268238,8.0,5.5,7.0,4.0,0.0,0.0,1.0,0.3636363636363636,married_couples
True,True,usa,austin,AUS,30.194,-97.67,43.0,3.67419575633128,8,1,1,1,1,1,0,12.25,26.0,26.0,1.0,395.69,395.69,,0.0,17.18928785152787,200.0,200.0,0.0,,0.0,2.0,2,1.0,1.0,2301.956913036564,2301.956913036564,10.0,3.0,1.0,2.0,0.0,0.0,1.0,0.6666666666666666,family_oriented_mature_couples
False,False,usa,louisville,LOU,38.228,-85.664,39.0,3.660506502395619,8,2,2,2,2,2,0,19.75,24.5,24.5,1.0,342.36,684.72,,0.0,18.63817629669517,174.0,348.0,0.125,26.7,26.7,1.5,3,1.5,3.0,1848.5071830355423,3697.0143660710846,7.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,independent_frequent_travelers
True,False,usa,dallas,DAL,32.847,-96.852,52.0,3.657768651608487,8,2,1,1,2,1,0,14.25,33.0,24.0,1.0,453.27,453.27,45.327,45.327,17.0823421675254,1705.5,3411.0,0.125,,0.0,3.5,7,0.0,0.0,2653.441756140997,2653.441756140997,8.5,6.0,5.0,1.0,0.0,0.5,1.0,0.1666666666666666,silver_adventurers
True,False,usa,houston,HOU,29.645,-95.279,43.0,3.6413415468856942,9,7,7,6,6,6,0,21.11111111111111,24.0,25.166666666666668,1.5714285714285714,1429.4485714285713,10006.14,,0.0,26.774653138259456,1019.3333333333334,6116.0,0.0,,0.0,3.3333333333333335,20,0.8571428571428571,6.0,2402.658842744789,16818.611899213523,6.142857142857143,2.6666666666666665,10.0,6.0,0.1428571428571428,0.0,0.8571428571428571,0.375,
True,False,usa,new york,JFK,40.64,-73.779,53.0,3.6249144421629023,8,5,4,4,5,4,0,25.875,25.5,27.6,1.5,581.475,2325.9,,0.0,27.76042368021585,806.8,4034.0,0.125,78.0,78.0,5.8,29,0.75,3.0,1788.7359730035066,7154.9438920140265,6.2,4.75,14.0,5.0,0.0,0.2,1.0,0.2631578947368421,silver_adventurers
True,True,usa,los angeles,LAX,33.942,-118.408,48.0,3.6249144421629023,8,1,1,1,0,0,0,12.25,10.0,,1.0,712.42,712.42,,0.0,17.88680981151039,,0.0,0.0,,0.0,,0,2.0,2.0,3982.93495322765,3982.93495322765,6.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,
True,False,usa,atlanta,ATL,33.64,-84.427,40.0,3.62217659137577,9,1,1,1,1,1,0,20.77777777777778,41.0,41.0,1.0,192.38,192.38,,0.0,17.314390312042512,142.0,142.0,0.0,,0.0,2.0,2,0.0,0.0,1111.0988982742049,1111.0988982742049,7.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,silver_adventurers
False,False,usa,cleveland,CLE,41.412,-81.85,22.0,3.605749486652978,8,0,0,0,0,0,0,11.125,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,,inactive_young_non_travelers
True,True,usa,new york,JFK,40.64,-73.779,62.0,3.6030116358658457,8,2,2,2,2,2,1,41.125,63.5,63.5,1.0,90.05333333333333,270.15999999999997,,0.0,18.232924111482248,740.0,740.0,0.125,,0.0,2.0,2,0.3333333333333333,1.0,487.2172155162889,1461.651646548867,7.333333333333333,2.3333333333333335,7.0,0.0,0.0,0.0,1.0,0.0,family_oriented_mature_couples
True,False,usa,new york,JFK,40.64,-73.779,32.0,3.592060232717317,8,1,1,1,1,1,0,9.5,20.0,20.0,1.0,407.1,407.1,,0.0,17.939436078625963,299.0,299.0,0.0,,0.0,1.0,1,1.0,1.0,2269.3021018929435,2269.3021018929435,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,
False,False,usa,tulsa,TUL,36.198,-95.888,53.0,3.589322381930185,8,5,4,4,5,4,1,43.875,47.25,40.2,1.2,497.86,2489.3,,0.0,21.341303067898583,930.75,3723.0,0.125,,0.0,4.0,16,0.8,4.0,1827.6142133767655,9138.07106688383,9.5,3.4,15.0,2.0,0.0,0.2,1.0,0.1176470588235294,
True,True,canada,winnipeg,YWG,49.91,-97.234,43.0,3.583846680355921,8,4,4,4,4,4,0,17.375,22.5,22.5,1.25,609.1600000000001,2436.6400000000003,,0.0,21.339120196427864,1600.75,6403.0,0.125,15.6,15.6,3.5,14,0.25,1.0,2017.1800887677568,8068.720355071027,7.25,4.25,13.0,4.0,0.0,0.0,1.0,0.2352941176470588,
False,True,usa,indianapolis,IND,39.717,-86.294,42.0,3.5811088295687883,8,4,4,4,4,4,0,16.625,22.75,22.75,1.0,309.685,1238.74,,0.0,18.772110330594018,437.25,1749.0,0.125,5.1000000000000005,5.1000000000000005,2.25,9,0.5,2.0,1610.6554216472114,6442.6216865888455,8.0,2.75,6.0,5.0,0.0,0.0,1.0,0.4545454545454545,married_couples
False,False,usa,mobile,BFM,30.626,-88.068,48.0,3.567419575633128,8,1,1,1,1,1,0,10.25,35.0,35.0,1.0,173.04,173.04,,0.0,18.73574541288577,1512.0,1512.0,0.0,,0.0,8.0,8,1.0,1.0,923.5821483835352,923.5821483835352,6.0,8.0,6.0,2.0,0.0,0.0,1.0,0.25,independent_frequent_travelers
False,False,usa,san diego,SAN,32.733,-117.189,41.0,3.564681724845996,8,2,2,2,2,2,0,10.75,20.0,20.0,1.5,85.105,170.21,,0.0,28.403699398808357,1266.0,2532.0,0.0,,0.0,5.0,10,0.5,1.0,175.5757209643341,351.1514419286682,9.5,6.0,9.0,3.0,0.0,0.0,1.0,0.25,independent_frequent_travelers
False,False,usa,san diego,NZY,32.699,-117.215,57.0,3.5564681724845997,8,3,3,3,2,2,1,47.875,53.333333333333336,32.5,1.5,1714.6675,6858.67,,0.0,27.689386667735977,1782.5,3565.0,0.25,418.5,418.5,5.5,11,0.25,1.0,3494.1931006282293,13976.772402512916,5.75,3.75,9.0,6.0,0.3333333333333333,0.0,1.0,0.4,
False,False,usa,detroit,DET,42.409,-83.01,41.0,3.5509924709103355,8,3,1,1,2,0,1,46.875,83.0,22.0,3.0,1126.56,2253.12,,0.0,55.83356065841157,547.0,1094.0,0.125,,0.0,4.5,9,1.0,2.0,672.5703959620678,1345.1407919241356,5.5,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,
True,True,usa,oklahoma city,OKC,35.393,-97.601,45.0,3.5509924709103355,8,3,3,3,3,3,0,16.625,28.333333333333332,28.333333333333332,1.0,287.2033333333333,861.61,,0.0,18.35748310463208,328.6666666666667,986.0,0.0,,0.0,2.3333333333333335,7,0.6666666666666666,2.0,1585.1923504136132,4755.57705124084,5.333333333333333,3.3333333333333335,8.0,2.0,0.0,0.0,1.0,0.2,family_oriented_mature_couples
True,True,canada,london,YXU,43.036,-81.154,46.0,3.5509924709103355,8,1,1,1,1,1,1,24.75,20.0,20.0,4.0,9163.48,18326.96,,0.0,67.93428080883344,,0.0,0.25,,0.0,,0,3.0,6.0,3372.1855486282266,6744.371097256453,243.5,10.0,14.0,6.0,0.0,0.0,1.0,0.3,
False,False,usa,minneapolis,MSP,44.88,-93.217,54.0,3.542778918548939,8,3,3,3,3,3,0,14.875,24.666666666666668,24.666666666666668,1.0,252.72333333333333,758.17,8.7225,8.7225,17.986498655470424,396.6666666666667,1190.0,0.125,,0.0,2.3333333333333335,7,0.6666666666666666,2.0,1398.5834617359433,4195.75038520783,5.0,3.0,5.0,4.0,0.0,0.0,1.0,0.4444444444444444,independent_frequent_travelers
True,False,usa,santa ana,SNA,33.676,-117.868,36.0,3.5373032169746748,8,0,0,0,0,0,0,10.375,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,,inactive_senior_couples
False,True,usa,washington,IAD,38.944,-77.456,42.0,3.5373032169746748,8,2,2,2,2,2,0,17.125,24.0,24.0,1.0,490.845,981.69,,0.0,17.879581733737812,139.0,278.0,0.125,10.0,10.0,2.0,4,0.5,1.0,2750.7782358903582,5501.5564717807165,7.0,2.5,3.0,2.0,0.0,0.0,1.0,0.4,married_couples
True,True,usa,san francisco,SFO,37.619,-122.375,52.0,3.5318275154004106,8,1,0,0,1,0,0,11.0,,13.0,,,0.0,,0.0,,474.0,474.0,0.0,,0.0,2.0,2,,0.0,,0.0,3.0,,0.0,0.0,0.0,1.0,,,
True,False,usa,el paso,BIF,31.849,-106.38,67.0,3.5236139630390144,8,2,2,2,1,1,0,15.25,23.0,27.0,1.5,5330.009999999999,10660.02,2043.76,2043.76,28.27301810672258,464.0,464.0,0.125,,0.0,4.0,4,0.5,1.0,8145.430817456116,16290.861634912231,170.5,8.0,12.0,4.0,0.5,0.0,1.0,0.25,
False,False,usa,las vegas,LSV,36.236,-115.034,51.0,3.515400410677618,9,5,5,5,4,4,0,18.0,26.6,30.75,1.6,2487.258,12436.29,,0.0,28.939814464386583,1544.75,6179.0,0.0,,0.0,3.25,13,1.0,5.0,2493.058819252454,12465.29409626227,5.6,3.0,9.0,6.0,0.2,0.0,1.0,0.4,independent_frequent_travelers
False,False,canada,calgary,YYC,51.114,-114.02,30.0,3.512662559890486,8,4,3,3,4,3,0,15.625,21.333333333333332,19.0,1.0,458.2066666666667,1374.62,,0.0,17.397720770963186,858.25,3433.0,0.0,,0.0,3.0,12,0.6666666666666666,2.0,2656.901792414874,7970.705377244622,5.0,3.3333333333333335,6.0,4.0,0.0,0.25,1.0,0.4,independent_bundle_oriented_travelers
True,False,usa,san antonio,SKF,29.384,-98.581,69.0,3.512662559890486,8,0,0,0,0,0,0,10.125,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,,inactive_senior_couples
False,False,usa,cincinnati,CVG,39.046,-84.662,50.0,3.512662559890486,9,3,2,2,3,2,0,14.77777777777778,20.0,22.666666666666668,2.0,855.23,1710.46,,0.0,35.75417418372386,1412.0,4236.0,0.1111111111111111,193.90000000000003,193.90000000000003,5.333333333333333,16,0.5,1.0,1059.80625625479,2119.61251250958,6.666666666666667,4.5,6.0,3.0,0.0,0.3333333333333333,1.0,0.3333333333333333,independent_frequent_travelers
False,False,usa,lincoln,LNK,40.851,-96.759,20.0,3.509924709103354,8,1,1,1,1,1,1,36.875,108.0,108.0,1.0,212.18,424.36,,0.0,16.79099995410967,,0.0,0.125,,0.0,,0,0.0,0.0,1263.6531509731085,2527.3063019462165,3.5,4.0,6.0,2.0,0.0,0.0,1.0,0.25,
False,True,usa,milwaukee,MKE,42.947,-87.896,28.0,3.5044490075290895,8,1,1,1,1,1,0,10.5,23.0,23.0,2.0,816.8,816.8,,0.0,34.04582788222578,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,1199.5596095144815,1199.5596095144815,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,married_couples
