user_id,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age,account_age,total_sesions,total_trips,flight_bookings,return_flight_bookings,hotel_bookings,combo_bookings,cancellations,avg_page_clicks,avg_page_clicks_flight_booked,avg_page_clicks_hotel_booked,avg_seats_booked,avg_flight_amount,total_flight_amount,avg_flight_discount,total_flight_discount,avg_cents_km_flown,avg_hotel_amount,total_hotel_amount,discount_sensitivity,avg_hotel_discount,total_hotel_discount,avg_hotel_nights,total_hotel_nights,avg_checked_bags,total_checked_bags,avg_distance_flown,total_distance_flown,avg_trip_lead_time,avg_trip_duration,weekdays_travelled,weekends_travelled,pct_only_flight_booked,pct_only_hotel_booked,pct_return_flight_booked,weekends_ratio
174997,1991-11-01,F,False,False,usa,grand rapids,GRR,42.881,-85.523,2022-05-10,34.0,3.898699520876112,8,3,2,2,2,2,1,31.5,21.5,21.5,1.3333333333333333,1954.1833333333334,5862.55,,0.0,24.33990146314433,292.0,584.0,0.125,,0.0,2.5,5,0.3333333333333333,1.0,3524.7595056899213,10574.278517069764,9.0,5.0,13.0,2.0,0.0,0.0,1.0,0.13333333333333333
175032,1994-11-05,F,False,False,usa,houston,IAH,29.98,-95.34,2022-05-10,31.0,3.898699520876112,9,3,2,2,3,2,0,14.11111111111111,26.0,30.0,2.0,1512.215,3024.43,,0.0,34.41543731854307,1202.0,3606.0,0.1111111111111111,362.4,362.4,4.333333333333333,13,0.5,1.0,1359.820000097212,2719.640000194424,7.0,3.5,4.0,3.0,0.0,0.3333333333333333,1.0,0.42857142857142855
181157,1970-08-10,F,True,False,usa,houston,HOU,29.645,-95.279,2022-05-15,55.0,3.885010266940452,8,3,3,3,3,3,0,19.125,32.0,32.0,2.0,882.5066666666667,2647.52,321.618,321.618,38.23147898248491,1707.6666666666667,5123.0,0.25,46.8,46.8,3.6666666666666665,11,1.0,3.0,1194.6266519336225,3583.8799558008677,5.333333333333333,4.666666666666667,12.0,2.0,0.0,0.0,1.0,0.14285714285714285
182191,2004-09-27,F,False,True,usa,phoenix,PHX,33.434,-112.008,2022-05-16,21.0,3.8822724161533197,8,1,0,0,0,0,1,18.5,,,2.0,1075.34,1075.34,,0.0,33.095098415245175,,0.0,0.125,,0.0,,0,1.0,1.0,1624.621245278798,1624.621245278798,18.0,16.0,12.0,4.0,0.0,0.0,,0.25
187212,1969-02-20,F,True,True,usa,los angeles,LAX,33.942,-118.408,2022-05-21,57.0,3.868583162217659,8,3,3,3,3,3,0,16.0,22.666666666666668,22.666666666666668,1.0,414.19000000000005,1242.5700000000002,,0.0,17.4518777801986,518.6666666666666,1556.0,0.0,,0.0,3.0,9,0.6666666666666666,2.0,2342.1429469471786,7026.428840841536,8.0,3.3333333333333335,7.0,3.0,0.0,0.0,1.0,0.3
189676,1988-01-10,F,False,True,usa,fort worth,FTW,32.82,-97.362,2022-05-23,38.0,3.863107460643395,8,2,1,1,2,1,0,11.625,28.0,19.0,3.0,3732.93,3732.93,,0.0,54.35786243144956,2731.5,5463.0,0.0,,0.0,9.5,19,2.0,2.0,2289.107673373274,2289.107673373274,4.0,6.0,5.0,1.0,0.0,0.5,1.0,0.16666666666666666
190866,1986-09-24,F,False,False,usa,tallahassee,TLH,30.396,-84.35,2022-05-24,39.0,3.8603696098562628,9,5,5,5,5,5,0,20.666666666666668,27.6,27.6,1.0,416.2,2081.0,,0.0,17.88171322360705,441.0,2205.0,0.0,,0.0,2.8,14,0.4,2.0,2271.812081565188,11359.060407825938,7.2,3.2,13.0,3.0,0.0,0.0,1.0,0.1875
195192,1995-09-20,F,False,False,usa,chicago,MDW,41.786,-87.752,2022-05-28,30.0,3.8494182067077345,8,1,1,1,1,1,0,28.125,18.0,18.0,2.0,788.58,788.58,,0.0,33.486555348067114,320.0,320.0,0.0,,0.0,1.0,1,0.0,0.0,1177.457627103347,1177.457627103347,15.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
204943,1982-12-20,M,False,False,canada,ottawa,YOW,45.323,-75.669,2022-06-06,43.0,3.8247775496235454,8,6,6,6,6,6,1,36.5,25.333333333333332,25.333333333333332,1.4285714285714286,751.6157142857144,5261.31,80.274,80.274,25.86913668563792,896.6,4483.0,0.25,,0.0,3.6,18,1.2857142857142858,9.0,1874.2835940791806,13119.985158554264,55.714285714285715,8.285714285714286,41.0,17.0,0.0,0.0,1.0,0.29310344827586204
204997,1985-08-26,F,True,False,usa,kansas city,MCI,39.297,-94.714,2022-06-06,40.0,3.8247775496235454,8,4,3,3,2,2,2,54.875,54.333333333333336,69.0,1.6,1884.5579999999998,9422.789999999999,241.63,241.63,29.477305264255893,355.0,355.0,0.375,,0.0,5.0,5,0.6,3.0,3009.502558744781,15047.512793723903,14.0,6.6,23.0,10.0,0.25,0.0,1.0,0.30303030303030304
205044,1983-08-25,F,True,True,canada,toronto,YKZ,43.862,-79.37,2022-06-06,42.0,3.8247775496235454,9,3,3,0,3,3,0,14.88888888888889,28.333333333333332,28.333333333333332,,,0.0,,0.0,,2120.6666666666665,6362.0,0.1111111111111111,,0.0,5.333333333333333,16,,0.0,,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,
206011,1984-08-04,F,False,True,usa,kansas city,MCI,39.297,-94.714,2022-06-07,41.0,3.8220396988364134,8,4,4,4,3,3,0,19.5,24.5,27.0,1.0,261.64750000000004,1046.5900000000001,21.818,21.818,17.616366601164767,423.6666666666667,1271.0,0.125,,0.0,3.3333333333333335,10,0.25,1.0,1476.6461715477099,5906.584686190839,5.5,3.25,10.0,3.0,0.25,0.0,1.0,0.23076923076923078
216796,2001-07-09,F,False,False,usa,cincinnati,CVG,39.046,-84.662,2022-06-16,24.0,3.7973990417522243,8,1,1,1,1,1,1,15.625,20.0,20.0,2.0,5001.74,10003.48,1250.435,1250.435,35.42679509825079,,0.0,0.25,,0.0,,0,2.0,4.0,7059.2611978143095,14118.522395628619,194.5,11.0,14.0,8.0,0.0,0.0,1.0,0.36363636363636365
217114,2004-05-28,O,True,True,usa,long beach,LGB,33.818,-118.151,2022-06-17,21.0,3.7946611909650922,9,0,0,0,0,0,0,6.555555555555555,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,
217136,1985-04-18,F,False,True,usa,little rock,LIT,34.729,-92.224,2022-06-17,40.0,3.7946611909650922,8,2,1,1,2,1,0,13.25,23.0,26.5,1.0,539.57,539.57,,0.0,18.787944179823423,519.5,1039.0,0.0,,0.0,2.5,5,0.0,0.0,2871.8948429677057,2871.8948429677057,5.5,3.0,3.0,0.0,0.0,0.5,1.0,0.0
220725,1983-07-28,F,False,False,usa,stockton,SCK,37.894,-121.239,2022-06-20,42.0,3.786447638603696,9,4,4,4,3,3,1,35.111111111111114,39.25,48.666666666666664,1.0,484.584,2422.92,,0.0,17.438563259835284,621.0,1242.0,0.1111111111111111,,0.0,4.5,9,0.2,1.0,2778.8556663768913,13894.278331884456,5.0,5.8,21.0,8.0,0.25,0.0,1.0,0.27586206896551724
224996,1981-03-07,F,False,True,canada,halifax,YHZ,44.881,-63.509,2022-06-23,45.0,3.7782340862423,8,2,2,2,1,1,0,12.75,17.5,22.0,1.0,448.805,897.61,,0.0,18.492092360863964,231.0,231.0,0.0,,0.0,1.0,1,0.0,0.0,2359.2698234212057,4718.5396468424115,8.0,2.5,3.0,2.0,0.5,0.0,1.0,0.4
226367,1980-10-21,F,False,False,usa,washington,IAD,38.944,-77.456,2022-06-25,45.0,3.7727583846680357,8,3,3,3,3,3,0,14.25,22.333333333333332,22.333333333333332,1.3333333333333333,333.7966666666667,1001.39,11.218000000000002,11.218000000000002,21.404794517934988,976.0,2928.0,0.125,,0.0,2.6666666666666665,8,0.6666666666666666,2.0,1659.0879963812297,4977.263989143689,7.0,3.0,8.0,1.0,0.0,0.0,1.0,0.1111111111111111
228195,1997-02-26,F,False,True,usa,los angeles,LAX,33.942,-118.408,2022-06-26,29.0,3.7700205338809036,9,0,0,0,0,0,0,12.88888888888889,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,
228872,1989-03-22,M,False,False,usa,san antonio,RND,29.529,-98.279,2022-06-27,37.0,3.7672826830937716,8,2,1,1,2,1,0,15.75,39.0,29.0,1.0,509.21,509.21,,0.0,18.369824729713837,680.0,1360.0,0.0,,0.0,7.0,14,1.0,1.0,2771.9916084791757,2771.9916084791757,6.0,6.0,4.0,2.0,0.0,0.5,1.0,0.3333333333333333
229009,2006-08-27,F,False,False,usa,stockton,SCK,37.894,-121.239,2022-06-27,19.0,3.7672826830937716,8,3,3,3,2,2,1,18.0,22.0,28.5,1.0,1127.2225,4508.89,,0.0,17.233295207980465,386.5,773.0,0.125,,0.0,2.5,5,0.25,1.0,6702.899170850402,26811.596683401607,164.75,9.25,23.0,14.0,0.3333333333333333,0.0,1.0,0.3783783783783784
229108,1998-05-28,F,False,False,usa,burlington,BTV,44.472,-73.153,2022-06-27,27.0,3.7672826830937716,8,1,1,1,0,0,1,40.125,16.0,,1.0,438.61,877.22,,0.0,16.417304206363585,,0.0,0.125,,0.0,,0,0.0,0.0,2671.6322880219786,5343.264576043957,148.0,7.0,10.0,4.0,1.0,0.0,1.0,0.2857142857142857
229330,1976-11-08,F,True,False,usa,colorado springs,COS,38.806,-104.7,2022-06-27,49.0,3.7672826830937716,8,4,4,4,4,4,0,16.125,22.25,22.25,1.75,720.8025,2883.21,,0.0,32.0210925727073,1192.5,4770.0,0.0,,0.0,2.5,10,0.25,1.0,1201.7923474961638,4807.169389984655,7.25,3.5,9.0,5.0,0.0,0.0,1.0,0.35714285714285715
232647,2006-04-11,F,False,False,usa,birmingham,BHM,33.563,-86.753,2022-06-30,19.0,3.759069130732375,8,2,1,1,1,0,0,12.5,21.0,11.0,1.0,237.1,237.1,,0.0,17.022897117175663,2343.0,2343.0,0.0,,0.0,11.0,11,1.0,1.0,1392.8298947467185,1392.8298947467185,4.5,3.0,1.0,2.0,0.5,0.5,1.0,0.6666666666666666
249521,1964-07-23,F,True,True,canada,ottawa,YOW,45.323,-75.669,2022-07-15,61.0,3.7180013689253935,8,2,1,1,2,1,0,18.875,22.0,20.0,1.0,642.02,642.02,,0.0,18.023880092592155,283.0,566.0,0.125,21.6,21.6,2.0,4,1.0,1.0,3562.0521036636906,3562.0521036636906,7.0,3.0,3.0,0.0,0.0,0.5,1.0,0.0
252835,1986-01-20,F,False,True,usa,chicago,ORD,41.979,-87.904,2022-07-18,40.0,3.7097878165639973,8,5,5,5,4,4,0,14.625,18.8,20.5,1.0,335.31,1676.55,60.915,60.915,17.86694787031356,425.5,1702.0,0.125,,0.0,3.25,13,0.6,3.0,1871.4295373004484,9357.147686502241,7.4,4.2,15.0,6.0,0.2,0.0,1.0,0.2857142857142857
258451,2000-12-10,F,False,False,usa,miami,OPF,25.907,-80.278,2022-07-22,25.0,3.698836413415469,8,1,0,0,1,0,1,20.875,,122.0,,,0.0,,0.0,,,0.0,0.125,,0.0,,0,,0.0,,0.0,5.0,,0.0,0.0,0.0,1.0,,
264470,1978-11-05,F,False,True,usa,bakersfield,BFL,35.433,-119.057,2022-07-27,47.0,3.685147159479808,8,2,2,2,2,2,0,14.75,23.5,23.5,1.0,436.51,873.02,37.8025,37.8025,18.539724880015807,1109.0,2218.0,0.125,,0.0,5.0,10,0.5,1.0,2310.330947634119,4620.661895268238,8.0,5.5,7.0,4.0,0.0,0.0,1.0,0.36363636363636365
276512,1982-08-27,F,True,True,usa,austin,AUS,30.194,-97.67,2022-08-06,43.0,3.6577686516084875,8,1,1,1,1,1,0,12.25,26.0,26.0,1.0,395.69,395.69,,0.0,17.18928785152787,200.0,200.0,0.0,,0.0,2.0,2,1.0,1.0,2301.956913036564,2301.956913036564,10.0,3.0,1.0,2.0,0.0,0.0,1.0,0.6666666666666666
281952,1987-01-23,F,False,False,usa,louisville,LOU,38.228,-85.664,2022-08-11,39.0,3.6440793976728267,8,2,2,2,2,2,0,19.75,24.5,24.5,1.0,342.36,684.72,,0.0,18.63817629669517,174.0,348.0,0.125,26.7,26.7,1.5,3,1.5,3.0,1848.5071830355423,3697.0143660710846,7.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0
283325,1973-05-15,F,True,False,usa,dallas,DAL,32.847,-96.852,2022-08-12,52.0,3.6413415468856947,8,2,1,1,2,1,0,14.25,33.0,24.0,1.0,453.27,453.27,45.327,45.327,17.0823421675254,1705.5,3411.0,0.125,,0.0,3.5,7,0.0,0.0,2653.441756140997,2653.441756140997,8.5,6.0,5.0,1.0,0.0,0.5,1.0,0.16666666666666666
290123,1983-04-08,F,True,False,usa,houston,HOU,29.645,-95.279,2022-08-18,42.0,3.6249144421629023,9,7,7,6,6,6,0,21.11111111111111,24.0,25.166666666666668,1.5714285714285714,1429.4485714285715,10006.140000000001,,0.0,26.774653138259456,1019.3333333333334,6116.0,0.0,,0.0,3.3333333333333335,20,0.8571428571428571,6.0,2402.658842744789,16818.611899213523,6.142857142857143,2.6666666666666665,10.0,6.0,0.14285714285714285,0.0,0.8571428571428571,0.375
297546,1972-12-05,F,True,False,usa,new york,JFK,40.64,-73.779,2022-08-24,53.0,3.6084873374401094,8,5,4,4,5,4,0,25.875,25.5,27.6,1.5,581.475,2325.9,,0.0,27.76042368021585,806.8,4034.0,0.125,78.0,78.0,5.8,29,0.75,3.0,1788.7359730035066,7154.9438920140265,6.2,4.75,14.0,5.0,0.0,0.2,1.0,0.2631578947368421
298253,1977-08-01,F,True,True,usa,los angeles,LAX,33.942,-118.408,2022-08-24,48.0,3.6084873374401094,8,1,1,1,0,0,0,12.25,10.0,,1.0,712.42,712.42,,0.0,17.88680981151039,,0.0,0.0,,0.0,,0,2.0,2.0,3982.93495322765,3982.93495322765,6.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0
299476,1985-05-19,F,True,False,usa,atlanta,ATL,33.64,-84.427,2022-08-25,40.0,3.6057494866529773,9,1,1,1,1,1,0,20.77777777777778,41.0,41.0,1.0,192.38,192.38,,0.0,17.314390312042512,142.0,142.0,0.0,,0.0,2.0,2,0.0,0.0,1111.0988982742049,1111.0988982742049,7.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
306165,2003-04-13,F,False,False,usa,cleveland,CLE,41.412,-81.85,2022-08-31,22.0,3.589322381930185,8,0,0,0,0,0,0,11.125,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,
306819,1964-04-02,F,True,True,usa,new york,JFK,40.64,-73.779,2022-09-01,62.0,3.586584531143053,8,2,2,2,2,2,1,41.125,63.5,63.5,1.0,90.05333333333333,270.15999999999997,,0.0,18.232924111482248,740.0,740.0,0.125,,0.0,2.0,2,0.3333333333333333,1.0,487.2172155162889,1461.6516465488667,7.333333333333333,2.3333333333333335,7.0,0.0,0.0,0.0,1.0,0.0
312488,1993-06-27,M,True,False,usa,new york,JFK,40.64,-73.779,2022-09-05,32.0,3.575633127994524,8,1,1,1,1,1,0,9.5,20.0,20.0,1.0,407.1,407.1,,0.0,17.939436078625963,299.0,299.0,0.0,,0.0,1.0,1,1.0,1.0,2269.3021018929435,2269.3021018929435,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
313724,1972-05-13,F,False,False,usa,tulsa,TUL,36.198,-95.888,2022-09-06,53.0,3.572895277207392,8,5,4,4,5,4,1,43.875,47.25,40.2,1.2,497.86,2489.3,,0.0,21.341303067898583,930.75,3723.0,0.125,,0.0,4.0,16,0.8,4.0,1827.6142133767657,9138.07106688383,9.5,3.4,15.0,2.0,0.0,0.2,1.0,0.11764705882352941
316527,1982-07-17,F,True,True,canada,winnipeg,YWG,49.91,-97.234,2022-09-08,43.0,3.567419575633128,8,4,4,4,4,4,0,17.375,22.5,22.5,1.25,609.1600000000001,2436.6400000000003,,0.0,21.339120196427864,1600.75,6403.0,0.125,15.600000000000001,15.600000000000001,3.5,14,0.25,1.0,2017.1800887677566,8068.7203550710265,7.25,4.25,13.0,4.0,0.0,0.0,1.0,0.23529411764705882
317688,1983-05-19,F,False,True,usa,indianapolis,IND,39.717,-86.294,2022-09-09,42.0,3.564681724845996,8,4,4,4,4,4,0,16.625,22.75,22.75,1.0,309.685,1238.74,,0.0,18.772110330594018,437.25,1749.0,0.125,5.1000000000000005,5.1000000000000005,2.25,9,0.5,2.0,1610.6554216472114,6442.6216865888455,8.0,2.75,6.0,5.0,0.0,0.0,1.0,0.45454545454545453
322867,1977-12-07,F,False,False,usa,mobile,BFM,30.626,-88.068,2022-09-14,48.0,3.5509924709103355,8,1,1,1,1,1,0,10.25,35.0,35.0,1.0,173.04,173.04,,0.0,18.735745412885766,1512.0,1512.0,0.0,,0.0,8.0,8,1.0,1.0,923.5821483835351,923.5821483835351,6.0,8.0,6.0,2.0,0.0,0.0,1.0,0.25
324191,1984-05-27,F,False,False,usa,san diego,SAN,32.733,-117.189,2022-09-15,41.0,3.5482546201232035,8,2,2,2,2,2,0,10.75,20.0,20.0,1.5,85.105,170.21,,0.0,28.403699398808357,1266.0,2532.0,0.0,,0.0,5.0,10,0.5,1.0,175.5757209643341,351.1514419286682,9.5,6.0,9.0,3.0,0.0,0.0,1.0,0.25
328590,1968-07-23,F,False,False,usa,san diego,NZY,32.699,-117.215,2022-09-18,57.0,3.540041067761807,8,3,3,3,2,2,1,47.875,53.333333333333336,32.5,1.5,1714.6675,6858.67,,0.0,27.689386667735974,1782.5,3565.0,0.25,418.5,418.5,5.5,11,0.25,1.0,3494.1931006282293,13976.772402512917,5.75,3.75,9.0,6.0,0.3333333333333333,0.0,1.0,0.4
330764,1985-02-06,F,False,False,usa,detroit,DET,42.409,-83.01,2022-09-20,41.0,3.5345653661875427,8,3,1,1,2,0,1,46.875,83.0,22.0,3.0,1126.56,2253.12,,0.0,55.83356065841157,547.0,1094.0,0.125,,0.0,4.5,9,1.0,2.0,672.5703959620678,1345.1407919241356,5.5,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0
330893,1980-12-16,F,True,True,usa,oklahoma city,OKC,35.393,-97.601,2022-09-20,45.0,3.5345653661875427,8,3,3,3,3,3,0,16.625,28.333333333333332,28.333333333333332,1.0,287.2033333333333,861.61,,0.0,18.35748310463208,328.6666666666667,986.0,0.0,,0.0,2.3333333333333335,7,0.6666666666666666,2.0,1585.1923504136132,4755.57705124084,5.333333333333333,3.3333333333333335,8.0,2.0,0.0,0.0,1.0,0.2
331039,1979-08-02,F,True,True,canada,london,YXU,43.036,-81.154,2022-09-20,46.0,3.5345653661875427,8,1,1,1,1,1,1,24.75,20.0,20.0,4.0,9163.48,18326.96,,0.0,67.93428080883344,,0.0,0.25,,0.0,,0,3.0,6.0,3372.1855486282266,6744.371097256453,243.5,10.0,14.0,6.0,0.0,0.0,1.0,0.3
334787,1971-04-27,F,False,False,usa,minneapolis,MSP,44.88,-93.217,2022-09-23,54.0,3.5263518138261465,8,3,3,3,3,3,0,14.875,24.666666666666668,24.666666666666668,1.0,252.72333333333333,758.17,8.7225,8.7225,17.986498655470424,396.6666666666667,1190.0,0.125,,0.0,2.3333333333333335,7,0.6666666666666666,2.0,1398.5834617359433,4195.75038520783,5.0,3.0,5.0,4.0,0.0,0.0,1.0,0.4444444444444444
337227,1989-06-25,F,True,False,usa,santa ana,SNA,33.676,-117.868,2022-09-25,36.0,3.5208761122518824,8,0,0,0,0,0,0,10.375,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,
338086,1983-12-13,F,False,True,usa,washington,IAD,38.944,-77.456,2022-09-25,42.0,3.5208761122518824,8,2,2,2,2,2,0,17.125,24.0,24.0,1.0,490.845,981.69,,0.0,17.879581733737812,139.0,278.0,0.125,10.0,10.0,2.0,4,0.5,1.0,2750.7782358903582,5501.5564717807165,7.0,2.5,3.0,2.0,0.0,0.0,1.0,0.4
340166,1973-05-17,M,True,True,usa,san francisco,SFO,37.619,-122.375,2022-09-27,52.0,3.515400410677618,8,1,0,0,1,0,0,11.0,,13.0,,,0.0,,0.0,,474.0,474.0,0.0,,0.0,2.0,2,,0.0,,0.0,3.0,,0.0,0.0,0.0,1.0,,
343928,1959-01-26,F,True,False,usa,el paso,BIF,31.849,-106.38,2022-09-30,67.0,3.5071868583162216,8,2,2,2,1,1,0,15.25,23.0,27.0,1.5,5330.009999999999,10660.019999999999,2043.76,2043.76,28.27301810672258,464.0,464.0,0.125,,0.0,4.0,4,0.5,1.0,8145.430817456116,16290.861634912231,170.5,8.0,12.0,4.0,0.5,0.0,1.0,0.25
347778,1974-07-20,F,False,False,usa,las vegas,LSV,36.236,-115.034,2022-10-03,51.0,3.4989733059548254,9,5,5,5,4,4,0,18.0,26.6,30.75,1.6,2487.258,12436.289999999999,,0.0,28.939814464386586,1544.75,6179.0,0.0,,0.0,3.25,13,1.0,5.0,2493.0588192524547,12465.294096262272,5.6,3.0,9.0,6.0,0.2,0.0,1.0,0.4
