trip_id,origin_airport,destination,destination_airport,seats,return_flight_booked,departure_time,return_time,checked_bags,trip_airline,destination_airport_lat,destination_airport_lon,base_fare_usd,cancelled,origin_airport_lat,origin_airport_lon,total_flight_price,trip_duration,flight_distance_km,cents_per_km_flown,weekdays_in_trip,weekends_in_trip
522005-fdcd4eeecc554b00b90d7f79a8464cb1,BNA,toronto,YZD,1,True,2023-03-31 09:00:00,2023-04-05 09:00:00,0,Delta Air Lines,43.862,-79.37,179.58,False,36.124475,-86.678181,179.58,5.0,1060.9393457306965,16.926509580650777,3.0,2.0
524473-74e7c0ed6eaf4672b3f1b8edcf6a0254,SNA,new york,LGA,1,True,2023-03-30 15:00:00,2023-04-04 15:00:00,0,American Airlines,40.64,-73.779,708.93,False,33.675662,-117.868233,708.93,5.0,3949.5067528163477,17.949836381327117,3.0,2.0
526235-82afb6f8404143ad8b79e5edfb169b2e,TLH,fort worth,FTW,1,False,2023-04-03 16:00:00,,1,Ryanair,32.82,-97.362,110.85,False,30.396754,-84.350869,110.85,,1262.6508565902834,8.779148996052962,,0.0
526297-bb14547122054e4999eb4fff0fb728ac,PHF,san jose,SJC,1,True,2023-03-31 07:00:00,2023-04-03 07:00:00,1,AirTran Airways,37.362,-121.929,728.59,False,37.131889,-76.492972,728.59,3.0,3991.1227818106604,18.255263990386663,1.0,2.0
526365-f601b695b2c4443cbb8c559306d45d8f,BNA,new york,JFK,3,True,2023-03-31 09:00:00,2023-04-04 09:00:00,1,JetBlue Airways,40.64,-73.779,660.65,False,36.124475,-86.678181,1981.9499999999998,4.0,1231.8833055991543,53.62926804813529,2.0,2.0
529422-08559a18ccea4d52b69de35b7b679d45,BWI,chicago,UGN,1,True,2023-04-06 12:00:00,2023-04-11 12:00:00,1,United Airlines,41.786,-87.752,194.61,False,39.175728,-76.668991,194.61,5.0,982.5954453121665,19.805709555082785,3.0,2.0
531447-36e158b0217845aea5be36458f4b8fde,PHF,calgary,YYC,1,True,2023-04-06 08:00:00,2023-04-14 08:00:00,1,American Airlines,51.114,-114.02,594.77,False,37.131889,-76.492972,594.77,8.0,3332.5099125553493,17.847508802875062,6.0,2.0
531807-f73c8e2a71a044ee8033478a65542609,LUF,washington,IAD,1,True,2023-03-28 10:00:00,2023-04-01 10:00:00,0,United Airlines,38.852,-77.037,627.35,False,33.534961,-112.383207,627.35,4.0,3212.779270913956,19.52670716222389,4.0,0.0
532653-57468c2db6c74d939f70b3af5ba4e3e7,LAX,new york,LGA,2,True,2023-04-01 07:00:00,2023-04-08 07:00:00,0,Air Canada,40.64,-73.779,1471.3,False,33.942496,-118.408049,2942.6,7.0,3982.93495322765,36.94009611700294,5.0,2.0
536656-a09e4a175e0b473599ead2bd0b600fc0,IAH,jacksonville,LRF,1,False,2023-03-30 15:00:00,,0,Delta Air Lines,30.494,-81.688,119.09,False,29.984435,-95.341442,119.09,,1314.6123704623799,9.05894411735326,,0.0
538919-a690177bf11d4e98b515349d86dd8ccc,RIV,casablanca,CMN,5,True,2023-11-02 09:00:00,2023-11-14 09:00:00,4,Royal Air Maroc,33.553,-7.661,8613.92,True,33.881943,-117.259017,43069.6,12.0,9542.301224972933,90.27088746115781,8.0,4.0
539794-0e6197697f90468bb3831adcfdb8c82a,LGA,phoenix,LUF,1,True,2023-03-31 13:00:00,2023-04-02 13:00:00,1,United Airlines,33.535,-112.383,663.48,False,40.777242,-73.872606,663.48,2.0,3484.4086405018234,19.04139463689442,1.0,1.0
540253-8670350d9e2448ceb9f7bb81d4536a89,SFO,fort worth,FTW,1,True,2023-03-29 10:00:00,2023-04-03 10:00:00,1,American Airlines,32.82,-97.362,412.3,False,37.618806,-122.375417,412.3,5.0,2331.1689539389727,17.686405753788772,3.0,2.0
543968-2a3775f6662f45c5a0480b0f3db0e68b,MOD,hamilton,HLZ,1,True,2023-03-29 12:00:00,2023-04-03 12:00:00,1,Air New Zealand,43.173,-79.935,614.83,False,37.625825,-120.95443,614.83,5.0,3500.466772256777,17.564229001482982,3.0,2.0
544008-ce202a6bb79f46f5b3e53e885ef81244,TIK,new york,JFK,2,True,2023-03-28 11:00:00,2023-03-31 11:00:00,0,American Airlines,40.64,-73.779,760.67,False,35.41475,-97.386639,1521.34,3.0,2144.979451928452,35.46281057919305,3.0,0.0
547070-68c9303ef3d64e06bca15c82116609f9,FYV,los angeles,LAX,1,True,2023-04-04 07:00:00,2023-04-07 07:00:00,1,Air Canada,33.942,-118.408,407.82,False,36.005096,-94.170063,407.82,3.0,2219.401010311468,18.37522818567912,3.0,0.0
550019-53cad1a316854ce896edcb2de5743f62,RIC,baltimore,BWI,1,True,2023-04-01 16:00:00,2023-04-04 16:00:00,1,Southwest Airlines,39.175,-76.668,33.9,False,37.505181,-77.319739,33.9,3.0,193.9130727696705,17.482060139527746,1.0,2.0
550300-22902a976eb84e21bb3c05a7d9369bb5,DAL,austin,AUS,1,True,2023-03-29 07:00:00,2023-03-31 07:00:00,0,Southwest Airlines,30.194,-97.67,57.02,False,32.845945,-96.850877,57.02,2.0,304.1587942655247,18.74678657169539,2.0,0.0
552944-a751074834074d3a8d3be64384bd9399,ATL,tucson,DMA,1,True,2023-03-28 10:00:00,2023-03-30 10:00:00,1,Delta Air Lines,32.166,-110.883,410.14,False,33.6367,-84.427864,410.14,2.0,2473.7127777494325,16.579936186978937,2.0,0.0
553967-633f37f24bf74033a082f03b730faf55,LUF,philadelphia,PNE,1,True,2023-03-31 07:00:00,2023-04-05 07:00:00,0,Ryanair,39.872,-75.241,557.32,False,33.534961,-112.383207,557.32,5.0,3367.2769476633493,16.551059169241796,3.0,2.0
554202-12d7b25562894583ab71f9652830bca5,LGA,seattle,BFI,1,True,2023-04-01 13:00:00,2023-04-04 13:00:00,1,Kenmore Air,47.53,-122.302,810.97,False,40.777242,-73.872606,810.97,3.0,3881.0163137617924,20.895815282310494,1.0,2.0
555784-cfde71ca39864fcaace2edf98e61fb63,TIK,montreal,YHU,1,True,2023-03-30 09:00:00,2023-04-02 09:00:00,0,United Airlines,45.517,-73.417,372.4,False,35.41475,-97.386639,372.4,3.0,2308.9507392105484,16.12853811369432,2.0,1.0
562417-6b03c8b843ee4b14b88241c0021b3b7d,DAL,charlotte,CLT,1,True,2023-03-31 07:00:00,2023-04-04 07:00:00,0,JetBlue Airways,35.214,-80.943,281.34,False,32.845945,-96.850877,281.34,4.0,1490.7203196513906,18.87275542509491,2.0,2.0
565573-6fae7516bdb947bb865884830ca6b082,FTW,san diego,SAN,1,True,2023-04-01 13:00:00,2023-04-06 13:00:00,1,Southwest Airlines,32.699,-117.215,351.38,False,32.81977,-97.36245,351.38,5.0,1857.6046034239582,18.915758464009635,3.0,2.0
570021-e6594771fe344f87ab2b2cf9ab70a691,DMA,new york,JFK,2,True,2023-04-06 16:00:00,2023-04-10 16:00:00,1,United Airlines,40.64,-73.779,1142.12,False,32.166364,-110.88317,2284.24,4.0,3430.615305369507,33.291986956753334,2.0,2.0
570626-99cf90478fe24e988941b889803ecd46,LGA,seattle,SEA,1,True,2023-03-29 10:00:00,2023-03-31 10:00:00,1,Alaska Airlines,47.53,-122.302,662.34,False,40.777242,-73.872606,662.34,2.0,3881.0163137617924,17.066148308920837,2.0,0.0
572908-796c3797492741b0851a4c050ef227e3,JFK,fort worth,FTW,1,True,2023-03-30 09:00:00,2023-04-04 09:00:00,0,American Airlines,32.82,-97.362,420.55,False,40.639928,-73.778692,420.55,5.0,2269.3021018929435,18.53212931187951,3.0,2.0
577851-b04aeb7932d74cd985ad9ff2f15dc4e0,SNA,new york,JFK,1,True,2023-03-30 08:00:00,2023-04-01 08:00:00,0,American Airlines,40.64,-73.779,687.02,False,33.675662,-117.868233,687.02,2.0,3949.5067528163477,17.39508356353851,2.0,0.0
584030-5cc18ecd7c90401193f43db036d6b1ce,ORD,edmonton,YED,1,True,2023-03-26 13:00:00,2023-03-29 13:00:00,1,Delta Air Lines,53.667,-113.467,389.63,False,41.97694,-87.90815,389.63,3.0,2293.3890278129647,16.989267641677053,2.0,1.0
585583-581e8105b78d49ac837e165654c7f7ea,MKE,washington,DCA,1,True,2023-04-01 15:00:00,2023-04-06 15:00:00,0,Delta Air Lines,38.852,-77.037,191.42,False,42.946932,-87.897064,191.42,5.0,1020.7691028331421,18.752526841644624,3.0,2.0
586272-d77d454974f04ea5baa78a93696a2af4,COS,calgary,YYC,1,True,2023-09-08 21:00:00,2023-09-15 21:00:00,0,American Airlines,51.114,-114.02,292.71,True,38.805817,-104.700776,292.71,7.0,1550.0559999711372,18.883833874740677,5.0,2.0
588732-bd8401a2a1c04e10bd8ad77027a7711b,LNK,new york,JFK,1,True,2023-03-31 07:00:00,2023-04-04 07:00:00,0,Virgin Atlantic Airways,40.64,-73.779,364.7,False,40.850891,-96.759121,364.7,4.0,1935.4053224577106,18.843598070551902,2.0,2.0
591582-872ea43b27564dd98889c2f4db88fb7a,YUL,san francisco,SFO,1,True,2023-03-29 16:00:00,2023-04-02 16:00:00,1,Hawaiian Airlines,37.619,-122.375,755.68,False,45.4706,-73.7408,755.68,4.0,4085.7064981190447,18.495699589480935,3.0,1.0
594238-942976fefdeb459aa148986f9dd40a67,AMA,baltimore,BWI,1,True,2023-03-30 16:00:00,2023-04-02 16:00:00,1,Southwest Airlines,39.175,-76.668,403.36,False,35.219361,-101.705917,403.36,3.0,2258.2313207090515,17.861766254900356,2.0,1.0
599649-873dd086b96549248e908c063682f332,JFK,san francisco,SFO,1,True,2023-03-28 16:00:00,2023-04-02 16:00:00,0,Delta Air Lines,37.619,-122.375,698.37,False,40.639928,-73.778692,698.37,5.0,4161.882550174937,16.780146762446368,4.0,1.0
600304-10da44ba688b4803a5c6ee390f0b3f40,PNE,san antonio,SKF,1,True,2023-03-28 07:00:00,2023-03-30 07:00:00,1,Ryanair,29.529,-98.279,433.53,False,40.081938,-75.010578,433.53,2.0,2419.056230915412,17.921451947230878,2.0,0.0
609720-cc1ef71e62a84b5cac054ef96552c900,PHX,fresno,FAT,1,True,2023-04-01 08:00:00,2023-04-03 08:00:00,0,Allegiant Air,36.776,-119.718,140.18,True,33.434278,-112.011583,140.18,2.0,794.0436943511712,17.653940330644378,0.0,2.0
610144-96021d01462845bb9395c919fa4586f0,LAX,milwaukee,MKE,1,True,2023-04-06 11:00:00,2023-04-08 11:00:00,0,Southwest Airlines,42.947,-87.896,495.58,False,33.942496,-118.408049,495.58,2.0,2825.9861999849386,17.536532910268324,2.0,0.0
616752-68e7746293f94de68527d138fed5b111,HNL,san antonio,SKF,1,True,2023-04-01 07:00:00,2023-04-06 07:00:00,1,Delta Air Lines,29.529,-98.279,1046.34,False,21.317825,-157.92025,1046.34,5.0,6005.784890182736,17.42220241205081,3.0,2.0
618088-abf12febd7fd42f589955fda51ae7c22,DSM,phoenix,PHX,1,True,2023-03-30 07:00:00,2023-04-02 07:00:00,1,American Airlines,33.535,-112.383,311.09,False,41.533973,-93.663072,311.09,3.0,1871.9737258600894,16.618288798741972,2.0,1.0
630039-92990a7fdf404a31a85a5f0a28c47053,LAX,el paso,ELP,1,True,2023-04-04 09:00:00,2023-04-08 09:00:00,0,Allegiant Air,31.849,-106.38,182.36,False,33.942496,-118.408049,182.36,4.0,1148.3427614219718,15.880276005239669,4.0,0.0
640715-f29418d08147432d939c0f44b1420792,FAT,toronto,YKZ,1,True,2023-03-30 15:00:00,2023-04-05 15:00:00,0,American Airlines,43.862,-79.37,598.0,False,36.776556,-119.718833,598.0,6.0,3482.036051994654,17.173860094223922,4.0,2.0
644467-9639262331b8466c93c8aa00daf57040,DTW,houston,HOU,2,True,2023-04-03 12:00:00,2023-04-06 12:00:00,1,Southwest Airlines,29.607,-95.159,714.41,False,42.212431,-83.353393,1428.82,3.0,1754.6230007994895,40.71586886040368,3.0,0.0
646424-ab0b5dd6eb444482b84f048bfbe40f88,YMX,memphis,MEM,2,True,2023-03-31 07:00:00,2023-04-03 07:00:00,0,AirTran Airways,35.042,-89.977,580.85,False,45.6795,-74.0387,1161.7,3.0,1790.6542834241732,32.4378639348111,1.0,2.0
653281-136858591301428399a82f32f4a52d9e,YYZ,ottawa,YOW,1,True,2023-03-29 07:00:00,2023-04-03 07:00:00,0,WestJet,45.323,-75.669,64.64,False,43.6772,-79.6306,64.64,5.0,364.2332849162172,17.74686792143909,3.0,2.0
676762-750dee97f66e4d56845b55a3081a3777,SFO,new york,LGA,1,True,2023-03-30 08:00:00,2023-04-08 08:00:00,1,Delta Air Lines,40.64,-73.779,767.63,False,37.618806,-122.375417,767.63,9.0,4161.897404459594,18.44423169051361,7.0,2.0
677896-525ac7dc1fcf491e8e4c2c993a9cdbf8,DEN,columbus,LCK,1,True,2023-04-01 07:00:00,2023-04-08 07:00:00,0,Allegiant Air,39.998,-82.892,314.7,False,39.861667,-104.673167,314.7,7.0,1857.2856558436415,16.944081757690242,5.0,2.0
686165-522ba13975674d63bba057a0fcb59c9b,SAN,las vegas,LAS,1,True,2023-03-28 07:00:00,2023-03-31 07:00:00,0,KLM Royal Dutch Airlines,36.08,-115.152,74.96,False,32.733563,-117.189663,74.96,3.0,415.78579866133924,18.028513778330243,3.0,0.0
363535-ce36de338f0d47089249e24a963567d3,CLT,dallas,DAL,1,True,2023-03-28 07:00:00,2023-04-01 07:00:00,1,Southwest Airlines,32.847,-96.852,295.72,True,35.213187,-80.951379,295.72,4.0,1490.024632842652,19.84665175875843,4.0,0.0
416580-6cb5a8b9e6f544a58a36983c1317f3b0,FTW,toronto,YKZ,1,True,2023-03-30 12:00:00,2023-03-31 12:00:00,1,United Airlines,43.862,-79.37,343.02,False,32.81977,-97.36245,343.02,1.0,1986.6283434344252,17.26644045594341,1.0,0.0
421870-733eedd28dfa4828802248b60a5c11b6,LIT,kuala lumpur,KUL,8,True,2023-11-03 07:00:00,2023-11-22 07:00:00,8,Malaysia Airlines,2.746,101.71,21548.04,False,34.729441,-92.224777,172384.32,19.0,15610.364480723589,138.0367513302366,13.0,6.0
442833-3cbd9e7ca974496daa01c38da35abfd8,YYC,louisville,LOU,1,True,2023-03-30 07:00:00,2023-03-31 07:00:00,0,United Airlines,38.228,-85.664,507.41,False,51.1139,-114.02,507.41,1.0,2640.2560779791634,19.21821160576093,1.0,0.0
468832-bde0caf01f0a417a8e3aa3088eff2a9d,YMX,seattle,SEA,1,True,2023-03-30 11:00:00,2023-04-04 11:00:00,1,Alaska Airlines,47.53,-122.302,636.38,False,45.6795,-74.0387,636.38,5.0,3643.393102336108,17.466685096152798,3.0,2.0
481554-decf91a8418b458c97657864e4526c0d,MRI,edmonton,YEG,2,True,2023-03-30 15:00:00,2023-04-04 15:00:00,1,Northwestern Air,53.667,-113.467,784.09,False,61.213546,-149.844709,1568.18,5.0,2303.8424657386545,34.034011077602315,3.0,2.0
486454-b6651287ca144084b922d089b7e30932,LGA,denver,DEN,1,True,2023-04-02 07:00:00,2023-04-06 07:00:00,0,United Airlines,39.858,-104.667,470.21,False,40.777242,-73.872606,470.21,4.0,2605.9450683405207,18.043741816071055,3.0,1.0
487637-d7f130853d6a472091b1779490a10b50,AUS,calgary,YYC,1,True,2023-03-29 14:00:00,2023-04-01 14:00:00,0,Delta Air Lines,51.114,-114.02,511.77,False,30.194527,-97.669876,511.77,3.0,2689.685660248026,19.027130477128235,3.0,0.0
487715-21c53bb15605412a993dcc02badd9206,SEA,boston,BOS,1,True,2023-03-30 08:00:00,2023-04-01 08:00:00,0,Delta Air Lines,42.364,-71.005,724.57,False,47.449889,-122.311778,724.57,2.0,4016.6305765009647,18.039249221450675,2.0,0.0
495080-e5a6a863f28547d8b6dd0717b5d779dd,FAT,seattle,BFI,1,True,2023-04-01 07:00:00,2023-04-03 07:00:00,0,Kenmore Air,47.53,-122.302,224.01,False,36.776556,-119.718833,224.01,2.0,1213.194540837227,18.46447477792065,0.0,2.0
498665-edfd44713827465f9682087586fb6a31,YHU,chicago,ORD,1,True,2023-04-01 07:00:00,2023-04-02 07:00:00,1,JetBlue Airways,41.786,-87.752,213.53,True,45.5175,-73.4169,213.53,1.0,1226.459992561634,17.410270314159423,0.0,1.0
502353-eb9cc3eb2fcf4da3b4309fef9088094d,HNL,winnipeg,YAV,1,True,2023-03-28 12:00:00,2023-04-02 12:00:00,0,American Airlines,50.056,-97.032,1158.58,False,21.317825,-157.92025,1158.58,5.0,6152.268082442492,18.831754151064818,4.0,1.0
509765-895f78efadc24821a12c9a6433486b51,LAX,washington,IAD,1,True,2023-03-31 07:00:00,2023-04-04 07:00:00,1,American Airlines,38.852,-77.037,634.19,False,33.942496,-118.408049,634.19,4.0,3719.1512195637597,17.052008981618872,2.0,2.0
509990-e54073cfa5f64e4bb6d47057404eee0f,MSP,jacksonville,JAX,1,True,2023-03-31 09:00:00,2023-04-02 09:00:00,0,Alaska Airlines,30.494,-81.688,356.87,False,44.881972,-93.221778,356.87,2.0,1889.0801572444882,18.891204729001515,1.0,1.0
511331-8871668175414bc68c3eea9f6963b61f,YYC,boston,BOS,2,True,2023-03-31 07:00:00,2023-04-04 07:00:00,3,JetBlue Airways,42.364,-71.005,1341.72,False,51.1139,-114.02,2683.44,4.0,3374.621609948143,39.759124283585024,2.0,2.0
512556-a3f72c1ce2ad466f920991194f895359,BIF,baltimore,BWI,1,True,2023-04-01 12:00:00,2023-04-03 12:00:00,0,AirTran Airways,39.175,-76.668,491.34,False,31.849529,-106.380053,491.34,2.0,2800.8207785531013,17.54271475570191,0.0,2.0
512610-7ca5023ad26b4924bdb5f04bc4d28546,LAS,los angeles,LSQ,1,True,2023-03-30 11:00:00,2023-03-31 11:00:00,1,American Airlines,33.942,-118.408,68.17,False,36.080343,-115.152449,68.17,1.0,380.190100636714,17.93050368377135,1.0,0.0
513787-f25ba9bb5b1044cf884aa8066dfddcf0,MEM,columbus,CMH,1,False,2023-04-01 11:00:00,,1,American Airlines,39.998,-82.892,79.34,False,35.042411,-89.976679,79.34,,833.0030434641278,9.524575044774933,,0.0
515490-2f948dcdf69f41d4b4555e4bd2fb9360,TIK,toronto,YKZ,1,False,2023-03-31 08:00:00,,1,American Airlines,43.862,-79.37,171.58,False,35.41475,-97.386639,171.58,,1802.8396405718947,9.517208083219847,,0.0
515610-c2b23fea84b74256ba2554e64b3e795e,YVR,lisbon,LIS,3,True,2023-09-09 13:00:00,2023-09-18 13:00:00,2,TAP Portugal,38.781,-9.136,4262.13,True,49.1939,-123.184,12786.39,9.0,8310.511542322345,51.286012639469384,5.0,4.0
515941-73687f80571b43cdb3db44f8b500aba9,PIE,los angeles,LSQ,1,True,2023-04-03 08:00:00,2023-04-05 08:00:00,0,United Airlines,33.942,-118.408,632.64,False,27.908634,-82.68651,632.64,2.0,3461.134306127471,18.27840077976738,2.0,0.0
516933-98545e32f8e74a04a17ac5a64f4daf87,LGA,los angeles,LAX,1,True,2023-03-30 07:00:00,2023-04-01 07:00:00,0,United Airlines,33.942,-118.408,767.61,False,40.777242,-73.872606,767.61,2.0,3974.0589920827188,19.31551598829468,2.0,0.0
521065-6acf4eb9c90e4651b21a388a806ac771,LGA,seattle,SEA,1,True,2023-04-04 08:00:00,2023-04-06 08:00:00,0,Alaska Airlines,47.53,-122.302,656.75,False,40.777242,-73.872606,656.75,2.0,3881.0163137617924,16.922113871853973,2.0,0.0
521212-256b1e8da6664dad832706b59459e6be,DAL,phoenix,PHX,1,True,2023-04-01 07:00:00,2023-04-02 07:00:00,1,Great Lakes Airlines,33.535,-112.383,259.5,False,32.845945,-96.850877,259.5,1.0,1449.0609511409634,17.908149398110172,0.0,1.0
521282-4dc0a8c6a7e342e3ac2be30db76bb9b1,CMH,calgary,YYC,1,True,2023-04-02 07:00:00,2023-04-07 07:00:00,1,Air Canada,51.114,-114.02,482.8,False,39.996947,-82.892159,482.8,5.0,2698.6698764186963,17.89029492709593,4.0,1.0
522457-85f08f0383a243d59070390a6a61766a,NZY,montreal,YUL,2,True,2023-04-02 12:00:00,2023-04-08 12:00:00,1,WestJet,45.517,-73.417,1246.63,False,32.698199,-117.213115,2493.26,6.0,3988.7385126597105,31.253740901875794,5.0,1.0
522484-c460f6a296774713bec2879dd49b00da,DCA,dallas,DAL,1,True,2023-04-01 16:00:00,2023-04-14 16:00:00,0,Southwest Airlines,32.847,-96.852,342.06,False,38.85144,-77.037721,342.06,13.0,1905.0253623572926,17.955666457728018,9.0,4.0
523787-c8323be89afc440ebe052957246a8fba,MKE,los angeles,LAX,1,True,2023-04-02 12:00:00,2023-04-05 12:00:00,0,AirTran Airways,33.942,-118.408,470.9,False,42.946932,-87.897064,470.9,3.0,2825.9228075541964,16.66358326353431,2.0,1.0
523938-cd1ae01aa14e41e190006d8c2fa4983c,JFK,phoenix,PHX,2,True,2023-03-30 09:00:00,2023-04-05 09:00:00,2,Southwest Airlines,33.535,-112.383,1203.21,False,40.639928,-73.778692,2406.42,6.0,3492.1723811301886,34.454484735676175,4.0,2.0
526079-b14c3609f2df415e96bc23adc7a585c8,SLC,las vegas,LAS,1,True,2023-04-06 14:00:00,2023-04-12 14:00:00,1,Southwest Airlines,36.08,-115.152,102.15,False,40.788393,-111.977773,102.15,6.0,591.4780017885286,17.270295715329365,4.0,2.0
528411-61833b2e58624408b1dfca7b6d10b4d3,MKE,toronto,YKZ,1,True,2023-04-03 13:00:00,2023-04-07 13:00:00,1,United Airlines,43.862,-79.37,121.59,False,42.946932,-87.897064,121.59,4.0,697.8437744621949,17.423670519050685,4.0,0.0
